time,lndgrid,urban_heat,hour,minute,index,site,date
06:30,0,11.760339,6,30,0,AU-Pre,2004-05-24 06:30:00
07:00,0,-12.043218,7,0,0,AU-Pre,2004-05-24 07:00:00
07:30,0,-11.186177,7,30,0,AU-Pre,2004-05-24 07:30:00
08:00,0,-18.095215,8,0,0,AU-Pre,2004-05-24 08:00:00
08:30,0,-13.540792,8,30,0,AU-Pre,2004-05-24 08:30:00
09:00,0,-13.47409,9,0,0,AU-Pre,2004-05-24 09:00:00
09:30,0,-7.927115,9,30,0,AU-Pre,2004-05-24 09:30:00
10:00,0,-3.9235024,10,0,0,AU-Pre,2004-05-24 10:00:00
10:30,0,-0.8943736,10,30,0,AU-Pre,2004-05-24 10:30:00
11:00,0,-0.8995323,11,0,0,AU-Pre,2004-05-24 11:00:00
11:30,0,-3.117862,11,30,0,AU-Pre,2004-05-24 11:30:00
12:00,0,-4.901854,12,0,0,AU-Pre,2004-05-24 12:00:00
12:30,0,-14.74685,12,30,0,AU-Pre,2004-05-24 12:30:00
13:00,0,-3.2001748,13,0,0,AU-Pre,2004-05-24 13:00:00
13:30,0,-8.663246,13,30,0,AU-Pre,2004-05-24 13:30:00
14:00,0,-4.232159,14,0,0,AU-Pre,2004-05-24 14:00:00
14:30,0,-1.512753,14,30,0,AU-Pre,2004-05-24 14:30:00
15:00,0,-1.5122774,15,0,0,AU-Pre,2004-05-24 15:00:00
15:30,0,3.157868,15,30,0,AU-Pre,2004-05-24 15:30:00
16:00,0,-1.6710438,16,0,0,AU-Pre,2004-05-24 16:00:00
16:30,0,-2.5240433,16,30,0,AU-Pre,2004-05-24 16:30:00
17:00,0,-7.6878624,17,0,0,AU-Pre,2004-05-24 17:00:00
17:30,0,-9.996052,17,30,0,AU-Pre,2004-05-24 17:30:00
18:00,0,-9.614798,18,0,0,AU-Pre,2004-05-24 18:00:00
18:30,0,-4.610874,18,30,0,AU-Pre,2004-05-24 18:30:00
19:00,0,-4.431761,19,0,0,AU-Pre,2004-05-24 19:00:00
19:30,0,-1.1650339,19,30,0,AU-Pre,2004-05-24 19:30:00
20:00,0,-1.8445139,20,0,0,AU-Pre,2004-05-24 20:00:00
20:30,0,-4.283777,20,30,0,AU-Pre,2004-05-24 20:30:00
21:00,0,-7.716724,21,0,0,AU-Pre,2004-05-24 21:00:00
21:30,0,-5.6636076,21,30,0,AU-Pre,2004-05-24 21:30:00
22:00,0,1.116669,22,0,0,AU-Pre,2004-05-24 22:00:00
22:30,0,5.6948743,22,30,0,AU-Pre,2004-05-24 22:30:00
23:00,0,11.77434,23,0,0,AU-Pre,2004-05-24 23:00:00
23:30,0,19.952572,23,30,0,AU-Pre,2004-05-24 23:30:00
00:00,0,20.389309,0,0,0,AU-Pre,2004-05-25 00:00:00
00:30,0,-3.0329278,0,30,1,AU-Pre,2004-05-18 00:30:00
01:00,0,1.3769073,1,0,1,AU-Pre,2004-05-18 01:00:00
01:30,0,53.01634,1,30,1,AU-Pre,2004-05-18 01:30:00
02:00,0,4.9850893,2,0,1,AU-Pre,2004-05-18 02:00:00
02:30,0,71.22076,2,30,1,AU-Pre,2004-05-18 02:30:00
03:00,0,15.129745,3,0,1,AU-Pre,2004-05-18 03:00:00
03:30,0,13.229033,3,30,1,AU-Pre,2004-05-18 03:30:00
04:00,0,17.980766,4,0,1,AU-Pre,2004-05-18 04:00:00
04:30,0,5.7769394,4,30,1,AU-Pre,2004-05-18 04:30:00
05:00,0,14.281476,5,0,1,AU-Pre,2004-05-18 05:00:00
05:30,0,18.473124,5,30,1,AU-Pre,2004-05-18 05:30:00
06:00,0,1.9132587,6,0,1,AU-Pre,2004-05-18 06:00:00
06:30,0,-32.318993,6,30,1,AU-Pre,2004-05-18 06:30:00
07:00,0,-40.01452,7,0,1,AU-Pre,2004-05-18 07:00:00
07:30,0,-54.988262,7,30,1,AU-Pre,2004-05-18 07:30:00
08:00,0,-49.98289,8,0,1,AU-Pre,2004-05-18 08:00:00
08:30,0,-44.9625,8,30,1,AU-Pre,2004-05-18 08:30:00
09:00,0,-32.293816,9,0,1,AU-Pre,2004-05-18 09:00:00
09:30,0,-31.533697,9,30,1,AU-Pre,2004-05-18 09:30:00
10:00,0,-33.115547,10,0,1,AU-Pre,2004-05-18 10:00:00
10:30,0,-36.642174,10,30,1,AU-Pre,2004-05-18 10:30:00
11:00,0,-22.481976,11,0,1,AU-Pre,2004-05-18 11:00:00
11:30,0,-20.369303,11,30,1,AU-Pre,2004-05-18 11:30:00
12:00,0,-23.750238,12,0,1,AU-Pre,2004-05-18 12:00:00
12:30,0,-21.719608,12,30,1,AU-Pre,2004-05-18 12:30:00
13:00,0,-23.093037,13,0,1,AU-Pre,2004-05-18 13:00:00
13:30,0,-24.81596,13,30,1,AU-Pre,2004-05-18 13:30:00
14:00,0,-25.855915,14,0,1,AU-Pre,2004-05-18 14:00:00
14:30,0,-27.676863,14,30,1,AU-Pre,2004-05-18 14:30:00
